siruta,primar,jud_code,jud_name,jud_lbl,uat_name,uat_lbl,id_partid,partid,abv_partid,id_partid_principal,nume_partid_principal,abv_partid_principal,colsen,coldep
123521,PRUNĂ MARCEL                                      ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Pipirig,PIPIRIG,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
123790,BÎIA PETRU                                        ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Poiana Teiului,POIANA TEIULUI,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
151530,BABOR NICHITA                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Bălăceana,BĂLĂCEANA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
151567,NIMIȚEAN DUMITRU                                  ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Ciprian Porumbescu,CIPRIAN PORUMBESCU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
179720,BENȚA EUGEN-CRISTIAN                              ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Poiana Ilvei,POIANA ILVEI,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,4
146584,URSĂCIUC IOAN-MARIUS                              ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Oraș Gura Humorului,GURA HUMORULUI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,10
146744,BONCHEȘ ILIE                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Municipiul Vatra Dornei,VATRA DORNEI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
149655,OROS IOAN                                         ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Ostra,OSTRA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
147205,LESENCIUC GHEORGHE                                ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Breaza,BREAZA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
147526,BOLOCA ELENA                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Cacica,CACICA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
148765,ZDROB I. TUDOR-ION                                ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Fundu Moldovei,FUNDU MOLDOVEI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,10
147713,DANCIU GABRIEL-MICHAEL                            ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Cârlibaba,CÂRLIBABA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
147358,CHIRIAC NICOLAE                                   ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Oraș Broșteni,BROȘTENI,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,9
147786,FRON GHEORGHE                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Cornu Luncii,CORNU LUNCII,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
147884,RUSU DORIN                                        ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Crucea,CRUCEA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
148328,PETROAIE VASILE                                   ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Drăgoiești,DRĂGOIEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
148131,MORARU IOAN                                       ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Dorna-Arini,DORNA-ARINI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
148729,TIRON MAFTEI                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Frumosu,FRUMOSU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
148202,CANDREA MAFTEIU                                   ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Dorna Candrenilor,DORNA CANDRENILOR,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
148612,BALAN MARINEL                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Oraș Frasin,FRASIN,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
149316,NISTOR PETRU                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Mălini,MĂLINI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
149370,MOLDOVAN CONSTANTIN                               ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Mănăstirea Humorului,MĂNĂSTIREA HUMORULUI,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,1,10
149682,COZAN VASILE                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Panaci,PANACI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
149753,CARPIUC DUMITRU CRISTIAN                          ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Păltinoasa,PĂLTINOASA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
149780,TOMA IOAN PAVEL                                   ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Pârteștii De Jos,PÂRTEȘTII DE JOS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
149851,MEZDREA VILUȚ                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Poiana Stampei,POIANA STAMPEI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
149931,CODREANU IOAN-BOGDAN                              ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Pojorâta,POJORÂTA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
150114,BOSÎNCEANU ION                                    ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Râșca,RÂȘCA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
150178,CONSTANTINESCU OTCU MIHAI                         ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Sadova,SADOVA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
150258,GHERMAN ILIE                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Slatina,SLATINA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
150356,OSTANSCHI VASILE                                  ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Stulpicani,STULPICANI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
150445,IORDACHE IOAN CĂTĂLIN                             ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Șaru Dornei,ȘARU DORNEI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
150891,MOROȘAN CONSTANTIN                                ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Valea Moldovei,VALEA MOLDOVEI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
150935,BALTAG NICOLAI                                    ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Vama,VAMA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
151576,ȚĂRAN ZENOVIA VIOLETA                             ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Berchișești,BERCHIȘEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
151451,CIOCAN RADU                                       ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Ciocănești,CIOCĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
151497,PARDĂU GAVRIL                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Coșna,COȘNA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,9
34397,ONUL GHEORGHE                                     ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Salva,SALVA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,2
146995,URSACHI VASILE                                    ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Bălcăuți,BĂLCĂUȚI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
148293,LUȚA GHEORGHE                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Dornești,DORNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
149584,NICULAEV FILIP                                    ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Mușenița,MUȘENIȚA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
151433,PĂSTRĂV GRIGORAȘ                                  ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Comănești,COMĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
151503,CAJVAN GHEORGHE                                   ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Capu Câmpului,CAPU CÂMPULUI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,10
33364,HOREA AUREL                                       ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Ilva Mica,ILVA MICA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
146628,OLAREAN AUREL                                     ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Municipiul Rădăuți,RĂDĂUȚI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,6
108455,PETROVAI ION                                      ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Petrova,PETROVA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,7
179613,IUSCO IRINA ADRIANA GABRIELA                      ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Șieu,ȘIEU,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,3,7
108204,DAVID NICOLAE-TRAIAN                              ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Ieud,IEUD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,5
33382,CIOTMONDA TUDOREL                                 ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Josenii Bârgăului,JOSENII BÂRGĂULUI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,4
33177,NICULAE ANGHEL                                    ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Coșbuc,COȘBUC,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,2
147660,AVASALOAIE FLORINEL-RĂDUȚU                        ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Ilișești,ILIȘEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
179944,PAVELEA ANCHIDIM                                  ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Runcu Salvei,RUNCU SALVEI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,2
32884,MOLDOVAN DANIEL                                   ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Cetate,CETATE,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,4
32704,SIMIONCA FLORIN-SANDU                             ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Budacu De Jos,BUDACU DE JOS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,4
33275,GĂUREAN VASILE                                    ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Galații Bistriței,GALAȚII BISTRIȚEI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,4
33435,FLORIAN ROMEO-DANIEL                              ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Lechința,LECHINȚA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,2
33658,ENCIAN VASILE                                     ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Matei,MATEI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,2
33765,SOMEȘAN TOMA                                      ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Mărișelu,MĂRIȘELU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,4
33952,CIRA IOAN                                         ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Monor,MONOR,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,4
34645,IUGA-NAPEU OLIMPIU                                ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Șieu,ȘIEU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,4
34690,MITITEAN SORIN-AUREL                              ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Șieu-Măgheruș,ȘIEU-MĂGHERUȘ,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,4
34850,DEDEAN BORTĂȘ IOAN                                ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Șieuț,ȘIEUȚ,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,4
83491,MIK JÓZSEF                                        ,HR,JUDEȚUL HARGHITA,HARGHITA,Oraș Borsec,BORSEC,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
83632,PLATON STELU                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Municipiul Toplița,TOPLIȚA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
83936,TRIF ILIE                                         ,HR,JUDEȚUL HARGHITA,HARGHITA,Bilbor,BILBOR,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,5
84148,DRUGĂ NICUȘOR                                     ,HR,JUDEȚUL HARGHITA,HARGHITA,Corbu,CORBU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,5
85528,MÎNDRU VALENTIN                                   ,HR,JUDEȚUL HARGHITA,HARGHITA,Sărmaș,SĂRMAȘ,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,5
86133,VANCU MARCEL                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Tulgheș,TULGHEȘ,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,5
115147,KRISTOF JOZSEF - LORÁNT                           ,MS,JUDEȚUL MUREȘ,MUREȘ,Aluniș,ALUNIȘ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,4,7
115520,COTOI DUMITRU                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Batoș,BATOȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
115897,ŐRDŐG FERENCZ                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Brâncovenești,BRÂNCOVENEȘTI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,4,7
116545,CADAR LUCREȚIA                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Deda,DEDA,51,ALIANȚA PENTRU MUREȘ,ApMS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,7
118058,VULTUR PETRU                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Lunca Bradului,LUNCA BRADULUI,51,ALIANȚA PENTRU MUREȘ,ApMS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,7
118931,LIRCA MARIUS IOAN                                 ,MS,JUDEȚUL MUREȘ,MUREȘ,Răstolița,RĂSTOLIȚA,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,4,7
119625,CIOBOTĂ DINU                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Stânceni,STÂNCENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
120138,ȘULAR ZAHARIE                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Vătava,VĂTAVA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
120968,SĂLĂGEAN NICOLAE                                  ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Oraș Bicaz,BICAZ,62,UNIUNEA SOCIAL LIBERALĂ,USL,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,8
122025,COROAMĂ DUMITRU                                   ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Ceahlău,CEAHLĂU,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,3,8
121340,BÎRSAN CONSTANTIN-IOAN                            ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Bicazu Ardelean,BICAZU ARDELEAN,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
122864,ALEXANDROAIA VASILE                               ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Grințieș,GRINȚIEȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,3,8
122953,LUPU GAVRIL                                       ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Hangu,HANGU,62,UNIUNEA SOCIAL LIBERALĂ,USL,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,8
124563,DRĂGAN ALEXANDRU                                  ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Tașca,TAȘCA,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
179686,MOGA VASILE-IOAN                                  ,BN,JUDEȚUL BISTRIȚA-NĂSĂUD,BISTRIȚA-NĂSĂUD,Dumitrița,DUMITRIȚA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,4
149138,FĂDOR ANGELICA                                    ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Iacobeni,IACOBENI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,9
123601,LUNGU-BORDEA PETRU                                ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Pângărați,PÂNGĂRAȚI,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
147161,GHIAȚĂ IOAN                                       ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Botoșana,BOTOȘANA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
147036,RUSU ZAHARIE                                      ,SV,JUDEȚUL SUCEAVA,SUCEAVA,Bilca,BILCA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,7
106648,VLAȘIN PETRU                                      ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Vadu Izei,VADU IZEI,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,3,6
142499,PINTEA ALEXANDRU                                  ,SJ,JUDEȚUL SĂLAJ,SĂLAJ,Rus,RUS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
106620,COVACI ION                                        ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Sarasău,SARASĂU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
106318,CHERECHEȘ CĂTĂLIN                                 ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Municipiul Baia Mare,BAIA MARE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1,2
106461,ARDELEAN ANTON                                    ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Oraș Tăuții-Măgherăuș,TĂUȚII-MĂGHERĂUȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
106559,NEMEȘ OVIDIU GHEORGHE                             ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Municipiul Sighetu Marmației,SIGHETU MARMAȚIEI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
106684,PAȘCA DORIN-VASILE                                ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Oraș Baia Sprie,BAIA SPRIE,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,2,4
137764,INCZE LUDOVIC                                     ,SM,JUDEȚUL SATU MARE,SATU MARE,Halmeu,HALMEU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
107314,CUDRICI PETRU                                     ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Bârsana,BÂRSANA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
107350,LAZARCIUC LIVIU                                   ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Bocicoiu Mare,BOCICOIU MARE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,7
107662,ZETE VASILE                                       ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Cicârlău,CICÂRLĂU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
107715,POP VALENTIN                                      ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Câmpulung La Tisa,CÂMPULUNG LA TISA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
107975,BOHOTICI GHEORGHE                                 ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Desești,DESEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,7
108151,VRAJA GHEORGHE                                    ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Giulești,GIULEȘTI,999,CANDIDAT INDEPENDENT,CI,999,CANDIDAT INDEPENDENT,CI,3,6
108400,IVASZUK MIHAI                                     ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Ocna Șugatag,OCNA ȘUGATAG,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,3,7
136919,TOMA VASILE ADRIAN                                ,SM,JUDEȚUL SATU MARE,SATU MARE,Bătarci,BĂTARCI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
137407,CIOCAN PETRU                                      ,SM,JUDEȚUL SATU MARE,SATU MARE,Certeze,CERTEZE,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
108552,ȘOFINEȚI PETRU                                    ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Remeți,REMEȚI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
137069,TĂTAR IOAN                                        ,SM,JUDEȚUL SATU MARE,SATU MARE,Bixad,BIXAD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
108632,ROMANIUC IOAN                                     ,MM,JUDEȚUL MARAMUREȘ,MARAMUREȘ,Rona De Sus,RONA DE SUS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,7
